"","hospital","frequency","month","procedure","satis"
"1588",9,4,1,0,2.82237792015076
"1589",9,1,3,0,1.37344563007355
"1590",9,4,6,1,3.21636390686035
"1591",9,2,2,0,0.950863301753998
"1592",9,4,1,0,2.49910569190979
"1593",9,3,3,0,2.35362601280212
"1594",9,2,5,1,2.16237878799438
"1595",9,2,3,0,1.13751316070557
"1596",9,4,1,0,0.605411291122437
"1597",9,4,7,1,3.00544118881226
"1598",9,2,6,1,2.18088173866272
"1599",9,1,1,0,2.52357745170593
"1600",9,4,2,0,0.866973519325256
"1601",9,4,1,0,1.4986777305603
"1602",9,3,3,0,1.53471040725708
"1603",9,2,2,0,1.98143994808197
"1604",9,2,4,1,2.04966044425964
"1605",9,4,6,1,1.51063203811646
"1606",9,2,7,1,1.31523060798645
"1607",9,2,1,0,1.65462410449982
"1608",9,4,6,1,2.45492124557495
"1609",9,1,4,1,2.78711342811584
"1610",9,4,6,1,2.40005469322205
"1611",9,2,6,1,1.09686756134033
"1612",9,1,2,0,2.77712917327881
"1613",9,4,3,0,2.46077132225037
"1614",9,3,5,1,1.93621611595154
"1615",9,1,1,0,1.62768650054932
"1616",9,2,5,1,2.67792749404907
"1617",9,2,5,1,1.89064681529999
"1618",9,2,1,0,0.846285820007324
"1619",9,1,3,0,1.41723895072937
"1620",9,4,4,1,3.15550899505615
"1621",9,1,1,0,1.77417075634003
"1622",9,3,6,1,4.51861333847046
"1623",9,2,4,1,2.22566628456116
"1624",9,2,1,0,2.09227085113525
"1625",9,2,5,1,2.51879668235779
"1626",9,3,7,1,2.81230783462524
"1627",9,2,6,1,2.07553172111511
"1628",9,4,5,1,3.24401712417603
"1629",9,4,4,1,4.0788426399231
"1630",9,2,3,0,0.720892786979675
"1631",9,2,1,0,2.33221769332886
"1632",9,1,5,1,1.67020893096924
"1633",9,4,7,1,2.30127954483032
"1634",9,3,3,0,1.46069490909576
"1635",9,2,2,0,1.92881464958191
"1636",9,4,5,1,1.86069250106812
"1637",9,2,3,0,1.32353162765503
"1638",9,1,3,0,2.26776385307312
"1639",9,3,1,0,2.04480528831482
"1640",9,4,2,0,0.91858172416687
"1641",9,4,7,1,2.56685543060303
"1642",9,4,5,1,3.98206329345703
"1643",9,3,6,1,2.06830739974976
"1644",9,3,5,1,3.7677104473114
"1645",9,4,6,1,2.1465311050415
"1646",9,2,4,1,2.84422755241394
"1647",9,2,1,0,2.54736113548279
"1648",9,2,7,1,2.99456644058228
"1649",9,2,5,1,1.76474809646606
"1650",9,2,3,0,0.986198425292969
"1651",9,2,3,0,1.72241151332855
"1652",9,4,3,0,1.51147854328156
"1653",9,2,6,1,1.60953605175018
"1654",9,4,2,0,1.66038072109222
"1655",9,1,2,0,1.00901210308075
"1656",9,2,5,1,3.57082748413086
"1657",9,1,4,1,1.17640233039856
"1658",9,3,4,1,2.95017886161804
"1659",9,4,1,0,1.51899147033691
"1660",9,2,7,1,2.64305019378662
"1661",9,4,1,0,1.87150382995605
"1662",9,2,7,1,1.88854622840881
"1663",9,2,2,0,1.09340596199036
"1664",9,2,3,0,1.43682646751404
"1665",9,2,1,0,2.29154682159424
"1666",9,1,1,0,1.20556449890137
"1667",9,4,3,0,1.01197910308838
"1668",9,2,3,0,2.10018992424011
"1669",9,2,4,1,2.26208758354187
"1670",9,3,1,0,1.44122767448425
"1671",9,4,6,1,3.50691413879395
"1672",9,2,1,0,1.50027465820312
"1673",10,4,2,0,2.41149067878723
"1674",10,1,3,0,5.4307861328125
"1675",10,1,3,0,5.14206600189209
"1676",10,4,5,1,5.49607276916504
"1677",10,2,4,1,5.0791540145874
"1678",10,3,6,1,6.75632429122925
"1679",10,3,2,0,4.56131887435913
"1680",10,2,3,0,5.28602504730225
"1681",10,1,7,1,3.72909617424011
"1682",10,1,2,0,4.55954837799072
"1683",10,2,5,1,5.1563515663147
"1684",10,1,4,1,7.32048845291138
"1685",10,4,7,1,4.73071956634521
"1686",10,3,3,0,3.34902572631836
"1687",10,4,1,0,6.40995645523071
"1688",10,4,4,1,7.19774627685547
"1689",10,1,1,0,4.90065860748291
"1690",10,1,2,0,4.98842144012451
"1691",10,3,6,1,5.00848436355591
"1692",10,4,7,1,7.16459560394287
"1693",10,3,4,1,4.52231597900391
"1694",10,1,3,0,4.55805969238281
"1695",10,1,7,1,5.06757783889771
"1696",10,4,2,0,5.26453685760498
"1697",10,1,1,0,5.34301233291626
"1698",10,4,1,0,4.53507995605469
"1699",10,1,6,1,6.86779546737671
"1700",10,1,5,1,3.75505900382996
"1701",10,3,1,0,5.30332708358765
"1702",10,1,3,0,3.80854058265686
"1703",10,3,6,1,5.57304048538208
"1704",10,1,6,1,5.96490812301636
"1705",10,3,2,0,5.68486309051514
"1706",10,3,5,1,5.32604455947876
"1707",10,4,6,1,6.32079219818115
"1708",10,3,2,0,5.12871122360229
"1709",10,1,6,1,4.21619939804077
"1710",10,2,7,1,6.63812780380249
"1711",10,1,6,1,6.35580492019653
"1712",10,1,1,0,4.5514063835144
"1713",10,4,1,0,4.99903106689453
"1714",10,4,2,0,4.29615879058838
"1715",10,3,4,1,6.33464384078979
"1716",10,4,1,0,4.22544431686401
"1717",10,1,3,0,5.51260471343994
"1718",10,1,3,0,5.3836989402771
"1719",10,1,2,0,4.88711881637573
"1720",10,1,7,1,6.10851812362671
"1721",10,4,1,0,6.53204393386841
"1722",10,4,3,0,4.07318830490112
"1723",10,4,4,1,5.69264936447144
"1724",10,3,5,1,7.21938323974609
"1725",10,1,1,0,6.14847564697266
"1726",10,4,4,1,6.65459489822388
"1727",10,1,7,1,4.13691234588623
"1728",10,4,1,0,4.97609376907349
"1729",10,2,2,0,4.55823755264282
"1730",10,3,2,0,3.93367481231689
"1731",10,3,4,1,7.57766103744507
"1732",10,1,1,0,4.63098669052124
"1733",10,4,3,0,5.96245145797729
"1734",10,2,3,0,5.49624919891357
"1735",10,1,7,1,6.17999744415283
"1736",10,1,5,1,4.79341650009155
"1737",10,2,5,1,4.58306694030762
"1738",10,1,1,0,5.86082983016968
"1739",10,4,4,1,6.21895551681519
"1740",10,1,1,0,5.29069042205811
"1741",10,1,5,1,6.53929948806763
"1742",10,2,1,0,4.41646766662598
"1743",10,3,1,0,3.95859742164612
"1744",10,4,3,0,5.39558172225952
"1745",10,1,1,0,4.32918643951416
"1746",10,3,3,0,3.7295868396759
"1747",10,1,4,1,4.28866815567017
"1748",10,4,5,1,3.27954912185669
"1749",10,1,7,1,7.19607448577881
"1750",10,1,1,0,3.39089202880859
"1751",10,3,3,0,5.18808174133301
"1752",10,4,3,0,4.19001483917236
"1753",10,3,1,0,4.51796197891235
"1754",10,1,4,1,5.13522481918335
"1755",10,1,1,0,6.20823860168457
"1756",10,4,7,1,7.20090198516846
"1757",10,1,3,0,3.24073100090027
"1758",10,1,4,1,5.00756978988647
"1759",10,4,5,1,6.26862335205078
"1760",10,1,7,1,5.71334648132324
"1761",10,4,1,0,6.37213468551636
"1762",10,2,1,0,5.02202081680298
"1763",10,4,5,1,7.14025545120239
"1764",10,4,7,1,5.77251291275024
"1765",10,4,1,0,6.02210903167725
"1766",10,4,4,1,6.75306510925293
"1767",10,4,1,0,6.11559343338013
"1768",10,2,1,0,4.88397216796875
"1769",10,1,2,0,4.62063026428223
"1770",10,3,5,1,5.04592418670654
"1771",10,1,5,1,5.87098360061646
"1772",10,4,6,1,6.41583347320557
"1773",10,4,6,1,7.68297481536865
"1774",10,1,4,1,5.1766242980957
"1775",10,4,1,0,2.6776967048645
"1776",10,4,6,1,8.66557788848877
"1777",10,4,5,1,6.56930494308472
"1778",10,4,6,1,6.76610088348389
"1779",10,4,4,1,5.98814725875854
"1780",10,4,1,0,4.24792575836182
"1781",10,4,5,1,7.79555559158325
"1782",10,1,6,1,4.49815225601196
"1783",10,1,5,1,5.85777139663696
"1784",10,1,3,0,4.40187883377075
"1785",10,1,1,0,6.00515556335449
"1786",10,4,7,1,7.66882181167603
"1787",10,1,6,1,5.36363315582275
"1788",10,2,7,1,4.80091285705566
"1789",10,1,5,1,5.67042255401611
"1790",10,3,7,1,5.71832799911499
"1791",10,4,2,0,6.59118175506592
"1792",10,3,6,1,6.86113977432251
"1793",10,4,3,0,2.52581739425659
"1794",10,2,6,1,5.81649780273438
"1795",10,3,5,1,5.13693284988403
"1796",10,1,2,0,4.64951324462891
"1797",10,4,6,1,3.46514248847961
"1798",10,1,6,1,5.2230486869812
"1799",10,1,4,1,5.15812063217163
"1800",10,3,1,0,4.80456399917603
"1801",10,1,1,0,5.17784214019775
"1802",10,2,4,1,5.05166339874268
"1803",10,4,1,0,1.66648232936859
"1804",10,1,1,0,5.42528247833252
"1805",10,4,6,1,5.98929214477539
"1806",10,1,2,0,3.85778212547302
"1807",10,1,1,0,3.26601457595825
"1808",10,4,3,0,6.32678413391113
"1809",10,3,1,0,5.13135862350464
"1810",10,4,5,1,6.87030076980591
"1811",10,3,1,0,3.03063368797302
"1812",10,2,6,1,6.33180236816406
"1813",10,1,5,1,4.68870496749878
"1814",10,4,2,0,5.09346151351929
"1815",10,1,1,0,4.1042914390564
"1816",10,3,7,1,7.51839447021484
"1817",10,1,2,0,4.74232053756714
"1818",10,1,4,1,5.35939645767212
"1819",10,3,3,0,5.99355268478394
"1820",10,1,1,0,4.78709077835083
"1821",10,1,5,1,5.28104019165039
"1822",10,4,3,0,3.68941044807434
"1823",10,4,1,0,4.91045951843262
"1824",10,3,7,1,5.41572237014771
"1825",10,2,2,0,4.58691501617432
"1826",10,1,6,1,4.61116170883179
"1827",10,4,7,1,3.67301917076111
"1828",10,3,7,1,6.47846364974976
"1829",10,3,4,1,6.16080665588379
"1830",10,3,1,0,3.2154655456543
"1831",10,4,1,0,4.25846767425537
"1832",10,4,7,1,5.51540231704712
"1833",10,1,4,1,4.43907356262207
"1834",10,1,2,0,5.91860437393188
"1835",10,4,2,0,7.18585777282715
"1836",10,4,4,1,3.59169983863831
"1837",10,3,1,0,5.81160259246826
"1838",10,2,1,0,5.42328357696533
"1839",10,4,2,0,4.09926414489746
"1840",10,1,7,1,5.03963041305542
"1841",11,3,3,0,3.14926958084106
"1842",11,2,4,1,4.06514501571655
"1843",11,4,4,1,5.03742027282715
"1844",11,3,6,1,4.42525386810303
"1845",11,2,1,0,2.15993905067444
"1846",11,2,4,1,4.3591103553772
"1847",11,2,4,1,3.80800580978394
"1848",11,4,4,1,5.35466432571411
"1849",11,4,6,1,5.14394187927246
"1850",11,4,4,1,4.65150213241577
"1851",11,1,1,0,3.35492157936096
"1852",11,4,7,1,4.66052722930908
"1853",11,2,7,1,4.38003349304199
"1854",11,3,1,0,3.56228423118591
"1855",11,3,3,0,4.01082801818848
"1856",11,1,4,1,4.59372854232788
"1857",11,2,7,1,3.86556887626648
"1858",11,1,4,1,3.46332740783691
"1859",11,1,6,1,3.56354689598083
"1860",11,4,4,1,3.93276071548462
"1861",11,1,6,1,5.3578953742981
"1862",11,3,4,1,4.84050941467285
"1863",11,4,2,0,3.42420482635498
"1864",11,4,7,1,4.18540668487549
"1865",11,2,4,1,2.92255783081055
"1866",11,2,4,1,3.35053420066833
"1867",11,4,1,0,3.12387275695801
"1868",11,3,2,0,3.2221622467041
"1869",11,2,4,1,2.82172894477844
"1870",11,3,4,1,5.49379730224609
"1871",11,2,2,0,2.07472062110901
"1872",11,4,6,1,4.01612234115601
"1873",11,2,2,0,2.53870987892151
"1874",11,2,2,0,3.60450172424316
"1875",11,4,6,1,5.63537740707397
"1876",11,2,6,1,5.10016536712646
"1877",11,2,6,1,5.24407815933228
"1878",11,3,2,0,3.25697302818298
"1879",11,4,4,1,4.0460524559021
"1880",11,4,2,0,2.79900550842285
"1881",11,4,7,1,4.41286087036133
"1882",11,1,2,0,2.90827631950378
"1883",11,1,2,0,3.78891634941101
"1884",11,4,2,0,2.96464991569519
"1885",11,3,7,1,5.49657869338989
"1886",11,4,2,0,4.33743572235107
"1887",11,2,2,0,3.23177886009216
"1888",11,2,2,0,2.62725472450256
"1889",11,4,7,1,3.97835755348206
"1890",11,4,2,0,3.55623555183411
"1891",11,2,2,0,4.49771976470947
"1892",11,4,6,1,4.35265445709229
"1893",11,2,6,1,4.11088800430298
"1894",11,1,4,1,4.52652740478516
"1895",11,1,4,1,3.71286058425903
"1896",11,1,4,1,4.05067348480225
"1897",11,2,7,1,3.18373703956604
"1898",11,1,3,0,3.84169793128967
"1899",11,2,2,0,3.92252564430237
"1900",11,4,3,0,2.78671669960022
"1901",11,4,2,0,2.88406610488892
"1902",11,4,3,0,3.25403714179993
"1903",11,4,2,0,2.70836758613586
"1904",11,2,3,0,3.0657012462616
"1905",11,2,7,1,2.64947557449341
"1906",11,1,2,0,4.29702472686768
"1907",11,1,7,1,4.98239421844482
"1908",11,1,7,1,3.87980103492737
"1909",11,1,3,0,4.2905797958374
"1910",11,1,7,1,4.22103023529053
"1911",11,1,3,0,4.37723684310913
"1912",11,2,6,1,3.94529414176941
"1913",11,2,7,1,3.52505159378052
"1914",11,1,3,0,3.33558201789856
"1915",11,2,3,0,3.6175549030304
"1916",11,4,3,0,2.91673803329468
"1917",11,4,6,1,3.69937872886658
"1918",11,1,7,1,4.36484098434448
"1919",11,1,7,1,4.71631050109863
"1920",11,2,3,0,2.23848748207092
"1921",11,2,3,0,1.65002381801605
"1922",11,2,3,0,3.56457138061523
"1923",11,2,3,0,3.43641948699951
"1924",11,4,3,0,3.50166535377502
"1925",11,4,3,0,3.07091426849365
"1926",11,3,7,1,4.45309209823608
"1927",11,4,3,0,3.10980653762817
"1928",11,1,3,0,4.3656153678894
"1929",11,1,3,0,3.80539321899414
"1930",11,2,3,0,2.46980166435242
"1931",11,4,7,1,3.57182860374451
"1932",11,4,5,1,3.65015244483948
"1933",11,4,1,0,2.34655809402466
"1934",11,1,5,1,4.47620820999146
"1935",11,1,6,1,4.54693031311035
"1936",11,1,1,0,3.76622796058655
"1937",11,1,6,1,3.72725963592529
"1938",11,1,6,1,4.79234266281128
"1939",11,4,1,0,3.82471346855164
"1940",11,2,1,0,3.11271214485168
"1941",11,1,1,0,4.24786376953125
"1942",11,4,5,1,4.00466299057007
"1943",11,2,5,1,4.82388544082642
"1944",11,1,1,0,3.7906653881073
"1945",11,1,1,0,2.81630778312683
"1946",11,1,1,0,4.75861597061157
"1947",11,2,7,1,5.16171741485596
"1948",11,2,5,1,4.56799459457397
"1949",11,4,5,1,4.69086217880249
"1950",11,2,5,1,4.18930339813232
"1951",11,2,5,1,2.89440536499023
"1952",11,4,3,0,4.48658275604248
"1953",11,4,5,1,5.69375658035278
"1954",11,4,7,1,4.78777980804443
"1955",11,4,5,1,3.97420334815979
"1956",11,2,1,0,2.82083702087402
"1957",11,4,1,0,3.52146148681641
"1958",11,1,5,1,4.63011693954468
"1959",11,1,5,1,4.49818468093872
"1960",11,4,1,0,3.12800931930542
"1961",11,4,5,1,4.27581214904785
"1962",11,3,5,1,4.236328125
"1963",11,4,6,1,4.02360486984253
"1964",11,3,1,0,4.24152565002441
"1965",11,2,5,1,3.99559926986694
"1966",11,2,5,1,2.09196305274963
"1967",11,2,1,0,2.44676327705383
"1968",11,2,1,0,2.82025671005249
"1969",11,2,5,1,2.63860058784485
"1970",11,2,1,0,3.45600199699402
"1971",11,3,5,1,5.11265850067139
"1972",11,2,1,0,4.07640647888184
"1973",11,2,1,0,3.98421239852905
"1974",11,3,1,0,4.76729917526245
"1975",11,4,1,0,3.11333250999451
"1976",11,4,1,0,2.76133394241333
"1977",11,4,5,1,4.45414257049561
"1978",11,1,1,0,4.22747850418091
"1979",11,1,1,0,3.5444347858429
"1980",11,2,7,1,4.77915906906128
"1981",11,4,7,1,5.2577805519104
"1982",11,4,1,0,3.30030536651611
"1983",11,4,1,0,4.41374397277832
"1984",11,4,6,1,3.97324728965759
"1985",11,4,1,0,2.54183077812195
"1986",11,2,1,0,4.51270437240601
"1987",11,2,1,0,4.29065465927124
"1988",11,4,1,0,3.56251192092896
"1989",11,1,1,0,4.03876829147339
"1990",11,2,1,0,3.59547066688538
"1991",11,1,1,0,4.01097869873047
"1992",11,3,6,1,4.92141151428223
"1993",11,1,5,1,3.83259296417236
"1994",11,1,5,1,3.77278804779053
"1995",11,4,1,0,2.231276512146
"1996",11,2,1,0,3.50839018821716
"1997",11,4,1,0,3.75168704986572
"1998",11,1,5,1,4.23919773101807
"1999",11,1,4,1,4.65016746520996
"2000",11,2,6,1,2.65111923217773
"2001",11,4,4,1,3.87207269668579
"2002",11,3,1,0,3.89046597480774
"2003",11,4,1,0,2.39540696144104
"2004",11,1,1,0,2.85358881950378
"2005",11,4,4,1,4.82168674468994
"2006",11,2,6,1,2.97577357292175
"2007",11,2,4,1,4.29809474945068
"2008",11,1,2,0,3.80986618995667
"2009",11,2,6,1,3.85960555076599
"2010",11,1,7,1,4.37325477600098
"2011",11,1,1,0,2.42784214019775
"2012",11,1,2,0,3.30140733718872
"2013",11,2,1,0,2.97725081443787
"2014",11,1,2,0,3.91614317893982
"2015",11,2,1,0,2.15844225883484
"2016",11,1,6,1,4.76518821716309
"2017",12,3,7,1,4.94101190567017
"2018",12,3,1,0,4.22861385345459
"2019",12,2,2,0,3.5993070602417
"2020",12,2,4,1,3.87464666366577
"2021",12,1,6,1,3.16051912307739
"2022",12,2,6,1,3.70305395126343
"2023",12,2,2,0,4.03805112838745
"2024",12,1,1,0,2.79856896400452
"2025",12,1,5,1,4.05762577056885
"2026",12,1,5,1,3.71419477462769
"2027",12,3,1,0,2.72513222694397
"2028",12,2,4,1,3.28953337669373
"2029",12,2,3,0,2.17175626754761
"2030",12,1,1,0,3.05123972892761
"2031",12,3,3,0,3.63668251037598
"2032",12,1,3,0,3.45234608650208
"2033",12,3,1,0,3.14463806152344
"2034",12,2,1,0,1.92804050445557
"2035",12,4,4,1,3.62719869613647
"2036",12,3,6,1,4.49909973144531
"2037",12,2,5,1,4.27429485321045
"2038",12,4,3,0,3.14536643028259
"2039",12,1,1,0,3.79934787750244
"2040",12,2,1,0,3.3800687789917
"2041",12,4,1,0,2.784184217453
"2042",12,3,2,0,3.209801197052
"2043",12,3,4,1,3.96945285797119
"2044",12,1,4,1,3.99969005584717
"2045",12,1,1,0,3.5523681640625
"2046",12,3,3,0,3.38188791275024
"2047",12,2,2,0,2.4895167350769
"2048",12,1,7,1,4.09922027587891
"2049",12,2,5,1,4.15599679946899
"2050",12,2,5,1,2.8577823638916
"2051",12,1,7,1,3.11422443389893
"2052",12,2,7,1,3.46519327163696
"2053",12,4,7,1,3.71970796585083
"2054",12,1,1,0,3.99932599067688
"2055",12,1,4,1,2.47413086891174
"2056",12,1,6,1,3.91785621643066
"2057",12,1,1,0,2.60733127593994
"2058",12,4,5,1,3.81040740013123
"2059",12,1,6,1,3.17017197608948
"2060",12,2,6,1,3.71262454986572
"2061",12,3,2,0,2.45623397827148
"2062",12,3,2,0,3.01482534408569
"2063",12,1,7,1,4.14970874786377
"2064",12,1,2,0,3.14024639129639
"2065",12,2,1,0,2.85958242416382
"2066",12,3,2,0,2.71531414985657
"2067",12,1,5,1,3.52441740036011
"2068",12,3,1,0,3.60557246208191
"2069",12,3,1,0,2.7445375919342
"2070",12,2,6,1,3.56838870048523
"2071",12,1,1,0,3.72882604598999
"2072",12,1,1,0,3.73169016838074
"2073",12,1,1,0,2.62020111083984
"2074",12,3,3,0,3.60992193222046
"2075",12,1,4,1,3.89211750030518
"2076",12,1,1,0,3.5365879535675
"2077",12,3,6,1,3.48896813392639
"2078",12,4,6,1,3.47722744941711
"2079",12,1,1,0,2.14109396934509
"2080",12,4,2,0,2.76900458335876
"2081",12,2,3,0,3.87977719306946
"2082",12,1,4,1,3.29372620582581
"2083",12,2,1,0,2.9814121723175
"2084",12,3,6,1,5.02443027496338
"2085",12,4,1,0,2.1370325088501
"2086",12,3,3,0,2.91035604476929
"2087",12,4,1,0,3.72865962982178
"2088",12,2,1,0,3.21328067779541
"2089",12,2,5,1,3.49782037734985
"2090",12,2,7,1,3.45752716064453
"2091",12,3,4,1,4.04653358459473
"2092",12,3,4,1,4.44811725616455
"2093",12,3,5,1,4.33372402191162
"2094",12,1,4,1,3.1740984916687
"2095",12,3,3,0,3.19642305374146
"2096",12,2,6,1,4.22748041152954
"2097",12,3,1,0,2.50611758232117
"2098",12,3,1,0,3.22638320922852
"2099",12,1,4,1,4.17174577713013
"2100",12,2,1,0,3.76863932609558
"2101",12,1,1,0,2.60794639587402
"2102",12,2,1,0,3.9332492351532
"2103",12,1,5,1,4.27546215057373
"2104",12,2,7,1,2.97880053520203
"2105",12,4,4,1,3.92821073532104
"2106",12,1,3,0,2.9632875919342
"2107",12,3,7,1,4.36574602127075
"2108",12,1,7,1,4.16677713394165
"2109",12,1,2,0,3.23729634284973
"2110",12,1,3,0,3.47213792800903
"2111",12,1,6,1,4.06403207778931
"2112",12,2,5,1,4.73655652999878
"2113",12,2,4,1,3.73626732826233
"2114",12,2,6,1,3.46177911758423
"2115",12,3,4,1,4.37633275985718
"2116",12,1,3,0,3.1708345413208
"2117",12,1,6,1,3.13867163658142
"2118",12,1,1,0,2.91986155509949
"2119",12,4,3,0,4.27757549285889
"2120",12,2,4,1,3.81177592277527
"2121",12,1,2,0,3.91875863075256
"2122",12,2,3,0,3.56811833381653
"2123",12,3,5,1,3.76130533218384
"2124",12,3,7,1,4.52352046966553
"2125",12,1,5,1,4.13558149337769
"2126",12,3,1,0,2.65201377868652
"2127",12,3,1,0,3.46170139312744
"2128",12,2,2,0,2.22962093353271
"2129",12,1,7,1,3.02505564689636
"2130",12,3,7,1,3.42160749435425
"2131",12,1,5,1,3.57845711708069
"2132",12,3,2,0,3.18584227561951
"2133",12,1,2,0,3.22736549377441
"2134",12,1,3,0,2.82775664329529
"2135",12,4,7,1,5.12154483795166
"2136",12,1,1,0,3.69671106338501
"2137",12,2,7,1,3.762122631073
"2138",12,4,2,0,3.1065399646759
"2139",12,2,2,0,3.26586771011353
"2140",12,3,5,1,4.9334397315979
"2141",12,3,5,1,4.85769939422607
"2142",12,2,3,0,2.54748964309692
"2143",12,1,2,0,3.53695130348206
"2144",12,1,4,1,3.07172894477844
"2145",12,1,1,0,2.09914135932922
"2146",12,1,7,1,4.31205940246582
"2147",12,3,5,1,3.74647831916809
"2148",12,2,3,0,4.1512188911438
"2149",12,2,7,1,3.5987913608551
"2150",12,1,5,1,4.58071374893188
"2151",12,1,6,1,3.00661849975586
"2152",12,2,1,0,3.52710294723511
"2153",12,1,1,0,3.11288833618164
"2154",12,4,1,0,2.95104098320007
"2155",12,2,1,0,3.05187082290649
"2156",12,1,6,1,3.22130441665649
"2157",12,1,4,1,3.48777318000793
"2158",12,4,6,1,3.42054080963135
"2159",12,1,6,1,3.60966062545776
"2160",12,1,7,1,2.98386478424072
"2161",12,1,7,1,3.23215937614441
"2162",12,3,7,1,4.7550835609436
"2163",12,2,4,1,4.61616134643555
"2164",12,3,4,1,4.43469047546387
"2165",12,1,5,1,2.8105731010437
"2166",12,4,5,1,4.66457176208496
"2167",12,1,3,0,3.50730633735657
"2168",12,1,2,0,2.97468996047974
"2169",12,3,6,1,3.71253967285156
"2170",12,3,1,0,3.3380880355835
"2171",12,1,2,0,3.23072171211243
"2172",12,2,1,0,2.29143309593201
"2173",12,3,6,1,4.67872524261475
"2174",12,1,2,0,2.41740989685059
"2175",12,1,3,0,3.16534304618835
"2176",12,1,3,0,3.28946542739868
"2177",13,2,4,1,4.14530897140503
"2178",13,4,7,1,5.04301595687866
"2179",13,1,1,0,2.84637594223022
"2180",13,2,3,0,3.91074228286743
"2181",13,3,3,0,3.60604166984558
"2182",13,2,3,0,2.13958883285522
"2183",13,3,1,0,3.69949126243591
"2184",13,3,3,0,3.38761162757874
"2185",13,2,1,0,2.38175916671753
"2186",13,4,6,1,4.17646408081055
"2187",13,4,7,1,6.31195735931396
"2188",13,3,5,1,5.59676742553711
"2189",13,2,2,0,2.38626194000244
"2190",13,2,7,1,4.54187726974487
"2191",13,2,7,1,5.38089656829834
"2192",13,1,1,0,2.82060360908508
"2193",13,2,1,0,3.83231329917908
"2194",13,3,5,1,5.94535350799561
"2195",13,2,2,0,3.04338598251343
"2196",13,3,5,1,5.10925340652466
"2197",13,2,3,0,4.01846837997437
"2198",13,4,3,0,2.90071606636047
"2199",13,2,1,0,4.34691667556763
"2200",13,2,6,1,3.85229778289795
"2201",13,4,2,0,3.12905430793762
"2202",13,2,2,0,4.47213888168335
"2203",13,1,6,1,4.38073015213013
"2204",13,3,5,1,5.63308048248291
"2205",13,2,2,0,3.40864562988281
"2206",13,2,6,1,4.95557546615601
"2207",13,2,1,0,3.80964469909668
"2208",13,3,7,1,5.50343656539917
"2209",13,1,1,0,3.74817633628845
"2210",13,2,3,0,3.57492613792419
"2211",13,1,4,1,3.53372859954834
"2212",13,4,3,0,4.42735528945923
"2213",13,4,6,1,5.34651517868042
"2214",13,2,7,1,4.68391132354736
"2215",13,3,3,0,2.64595103263855
"2216",13,3,5,1,5.60405492782593
"2217",13,4,1,0,4.01752662658691
"2218",13,2,5,1,2.83908319473267
"2219",13,3,2,0,4.23665046691895
"2220",13,2,5,1,3.20604133605957
"2221",13,2,3,0,2.41829824447632
"2222",13,3,2,0,4.56901884078979
"2223",13,2,2,0,3.63230347633362
"2224",13,2,3,0,3.22092223167419
"2225",13,3,1,0,2.6129834651947
"2226",13,3,7,1,4.68272304534912
"2227",13,2,4,1,3.71788167953491
"2228",13,1,4,1,3.31451368331909
"2229",13,2,1,0,3.62021088600159
"2230",13,4,3,0,3.43243384361267
"2231",13,4,1,0,5.19909572601318
"2232",13,2,5,1,3.50232911109924
"2233",13,2,7,1,3.35084223747253
"2234",13,4,2,0,2.67277193069458
"2235",13,2,1,0,4.55392599105835
"2236",13,2,5,1,4.54445934295654
"2237",13,2,7,1,3.77652192115784
"2238",13,3,2,0,3.90928053855896
"2239",13,2,5,1,4.2785382270813
"2240",13,2,2,0,4.06008768081665
"2241",13,3,6,1,6.47211456298828
"2242",13,4,1,0,5.13886737823486
"2243",13,2,1,0,3.74761009216309
"2244",13,2,5,1,4.48434257507324
"2245",13,3,6,1,6.05492305755615
"2246",13,2,1,0,4.00665712356567
"2247",13,2,4,1,3.74931788444519
"2248",13,4,1,0,4.3871169090271
"2249",13,3,6,1,5.5619044303894
"2250",13,2,7,1,4.42342376708984
"2251",13,4,1,0,3.97370910644531
"2252",13,2,3,0,3.04107475280762
"2253",13,4,1,0,4.64049911499023
"2254",13,2,7,1,3.91208267211914
"2255",13,3,4,1,4.82842922210693
"2256",13,4,3,0,4.22048187255859
"2257",13,3,4,1,5.14547204971313
"2258",13,2,1,0,3.48086333274841
"2259",13,2,6,1,2.33801245689392
"2260",13,3,1,0,3.58500051498413
"2261",13,4,3,0,4.96772193908691
"2262",13,2,6,1,4.86017608642578
"2263",13,2,1,0,3.12141156196594
"2264",13,2,4,1,3.6881582736969
"2265",13,1,2,0,3.57531046867371
"2266",13,2,4,1,4.55527496337891
"2267",13,2,1,0,3.24481010437012
"2268",13,2,5,1,4.34768867492676
"2269",13,1,7,1,4.33799839019775
"2270",13,2,6,1,3.8836784362793
"2271",13,1,1,0,3.48364329338074
"2272",13,4,1,0,3.15321350097656
"2273",13,3,7,1,4.5858359336853
"2274",13,3,1,0,4.62134838104248
"2275",13,4,7,1,4.55529737472534
"2276",13,2,7,1,3.79401326179504
"2277",13,2,1,0,2.38307905197144
"2278",13,2,5,1,3.34159922599792
"2279",13,3,1,0,4.36832284927368
"2280",13,2,2,0,3.41442131996155
"2281",13,3,3,0,4.06919431686401
"2282",13,2,2,0,4.23779916763306
"2283",13,1,2,0,4.37648773193359
"2284",13,2,7,1,3.08227849006653
"2285",13,4,7,1,5.12150526046753
"2286",13,2,4,1,2.87973141670227
